id,label,alt_tum,ust_tum,alt_baglam,ust_baglam,tumor_medyan,tumor_ust_asan_oran,label_name,fold,olcek_orani
35,1,0.0,2807.0,0.0,2807.0,2131.0,0.0,meningioma,4,1.0
36,1,0.0,680.0,0.0,681.0,493.0,0.0,meningioma,5,0.9985315712187959
37,1,0.0,676.0,0.0,676.0,520.0,0.0,meningioma,5,1.0
38,1,0.0,691.0,0.0,691.0,551.0,0.0,meningioma,5,1.0
39,1,0.0,697.0,0.0,698.0,541.0,0.0,meningioma,5,0.998567335243553
40,1,0.0,693.0,0.0,693.0,558.0,0.0,meningioma,5,1.0
41,1,0.0,701.0,0.0,701.0,567.0,0.0,meningioma,5,1.0
42,1,0.0,1573.0,0.0,1565.0,969.5,0.02810126582278481,meningioma,4,1.005111821086262
43,1,0.0,1609.0,0.0,1608.0,1135.0,0.0069407367859049655,meningioma,4,1.0006218905472637
44,1,0.0,1569.0,0.0,1570.0,911.0,0.0013198416190057193,meningioma,4,0.9993630573248408
45,1,0.0,3996.2850000000035,0.0,4005.1300000000047,2381.0,0.0,meningioma,3,0.9977915822957054
46,1,0.0,3852.2850000000035,0.0,3864.0,2268.0,0.0,meningioma,3,0.9969681677018642
47,1,0.0,3669.0,0.0,3677.0,2254.0,0.0,meningioma,3,0.997824313298885
48,1,0.0,3401.0,0.0,3406.0,2244.0,0.0,meningioma,3,0.9985320023487962
49,1,0.0,3229.0,0.0,3230.0,1690.0,0.0,meningioma,3,0.9996904024767802
50,1,0.0,3266.0,0.0,3269.2300000000105,1616.0,0.0,meningioma,3,0.9990119997675262
51,1,0.0,3180.0,0.0,3188.0,1584.0,0.0,meningioma,3,0.9974905897114178
52,1,0.0,2972.2850000000035,0.0,2979.0,1537.0,0.0,meningioma,3,0.9977458878818407
53,1,0.0,2611.0,0.0,2615.0,1462.0,0.0,meningioma,3,0.998470363288719
54,1,0.0,2285.0,0.0,2286.0,1485.0,0.0,meningioma,3,0.9995625546806649
55,1,0.0,2056.0,0.0,2056.7550000000047,1271.0,0.0,meningioma,3,0.9996329169006495
56,1,0.0,2970.0,0.0,2969.0,2429.0,0.011494252873563218,meningioma,4,1.0003368137420006
57,1,0.0,3211.0,0.0,3212.600000000006,2296.0,0.0,meningioma,4,0.9995019610284487
58,1,0.0,2149.0,0.0,2150.0,1688.0,0.0,meningioma,5,0.9995348837209302
59,3,0.0,707.0,0.0,708.0,390.0,0.0,pituitary,3,0.998587570621469
60,1,0.0,2524.0,0.0,2525.5199999999895,1965.0,0.0,meningioma,1,0.9993981437486182
61,1,0.0,2356.0,0.0,2358.0,1843.0,0.0,meningioma,1,0.9991518235793045
62,1,0.0,1530.0,0.0,1533.0,976.0,0.0,meningioma,2,0.9980430528375733
63,1,0.0,1488.0,0.0,1493.0,896.0,0.00017908309455587392,meningioma,2,0.9966510381781648
64,1,0.0,1382.0,0.0,1385.0,849.0,0.0,meningioma,2,0.9978339350180505
65,1,0.0,1248.0,0.0,1251.0,798.0,0.0,meningioma,2,0.9976019184652278
66,1,0.0,1145.0,0.0,1146.0,816.0,0.0036344755970924196,meningioma,2,0.9991273996509599
67,1,0.0,3201.2850000000035,0.0,3203.0,1840.0,0.0,meningioma,1,0.9994645644708097
68,1,0.0,2974.0,0.0,2978.0,1781.0,0.0,meningioma,1,0.9986568166554735
69,1,0.0,2845.0,0.0,2849.5050000000047,1776.5,0.0,meningioma,1,0.998419023654984
70,1,0.0,2627.0,0.0,2629.0,1525.0,0.0,meningioma,1,0.99923925446938
71,1,0.0,2741.0,0.0,2741.0,1394.0,0.0,meningioma,4,1.0
72,1,0.0,2576.0,0.0,2576.0,1258.5,0.0,meningioma,4,1.0
73,1,0.0,2836.0,0.0,2847.0,1411.0,0.0,meningioma,3,0.9961362838075167
74,1,0.0,2757.0,0.0,2771.0,1388.0,0.0,meningioma,3,0.9949476723204619
75,1,0.0,2532.0,0.0,2551.6350000000093,1317.0,0.0,meningioma,3,0.9923049338953223
76,1,0.0,2353.2850000000035,0.0,2368.0,1246.0,0.0,meningioma,3,0.9937858952702717
77,1,0.0,2128.0,0.0,2135.0,1198.0,0.0,meningioma,3,0.9967213114754099
78,1,0.0,1879.0,0.0,1882.0,1132.0,0.0,meningioma,3,0.9984059511158342
79,1,0.0,1685.0,0.0,1687.0,1263.0,0.0,meningioma,3,0.998814463544754
80,1,0.0,3249.0,0.0,3270.0,1431.0,0.0,meningioma,1,0.9935779816513761
81,1,0.0,3284.0,0.0,3310.0,1653.0,0.0,meningioma,1,0.9921450151057402
82,1,0.0,3232.2850000000035,0.0,3262.600000000006,1619.0,0.0,meningioma,1,0.9907083307791326
83,1,0.0,3093.0,0.0,3116.7300000000105,1612.0,0.0,meningioma,1,0.9923862509745758
84,1,0.0,2951.2850000000035,0.0,2969.0,1557.0,0.0,meningioma,1,0.9940333445604592
85,1,0.0,2661.0,0.0,2670.0,1527.0,0.0,meningioma,1,0.996629213483146
86,1,0.0,2344.0,0.0,2348.0,1531.0,0.0,meningioma,1,0.9982964224872232
87,1,0.0,3589.2850000000035,0.0,3596.470000000001,2148.0,0.0,meningioma,2,0.9980022077203486
88,1,0.0,3722.0,0.0,3730.0,2081.0,0.0,meningioma,2,0.9978552278820375
89,1,0.0,3847.0,0.0,3853.0,2071.0,0.0,meningioma,2,0.9984427718660783
90,1,0.0,3927.2850000000035,0.0,3932.5750000000116,2183.0,0.0,meningioma,2,0.9986548254006578
91,1,0.0,1116.0,0.0,1116.0,880.0,0.0,meningioma,5,1.0
92,1,0.0,1056.0,0.0,1050.0,882.0,0.28,meningioma,5,1.0057142857142858
93,1,0.0,1716.0,0.0,1718.0,962.0,0.0,meningioma,5,0.9988358556461001
94,1,0.0,1735.2850000000035,0.0,1738.0,999.0,0.0009762447120078099,meningioma,5,0.9984378596087476
95,1,0.0,1731.0,0.0,1732.0,1187.0,0.0,meningioma,5,0.9994226327944573
96,1,0.0,1726.2850000000035,0.0,1728.0,1105.0,0.0,meningioma,5,0.9990075231481502
97,1,0.0,1765.0,0.0,1766.0,1057.0,0.0,meningioma,5,0.9994337485843715
98,1,0.0,1638.0,0.0,1639.0,910.0,0.0,meningioma,5,0.9993898718730934
99,1,0.0,3480.2850000000035,0.0,3485.0,2360.5,0.0,meningioma,4,0.9986470588235304
100,1,0.0,3586.0,0.0,3587.5,2251.0,0.0,meningioma,4,0.999581881533101
101,1,0.0,3649.2850000000035,0.0,3655.0,2291.0,0.0,meningioma,4,0.9984363885088929
102,1,0.0,3676.0,0.0,3681.0,2225.0,0.0,meningioma,4,0.9986416734582994
103,1,0.0,3575.0,0.0,3580.0,2365.0,0.0,meningioma,4,0.9986033519553073
104,1,0.0,2897.0,0.0,2899.0,1500.0,0.0,meningioma,5,0.9993101069334254
105,1,0.0,2824.0,0.0,2830.0,1535.0,0.0,meningioma,5,0.9978798586572438
106,1,0.0,2663.0,0.0,2668.0,1396.0,0.0,meningioma,5,0.9981259370314842
107,1,0.0,2481.2850000000035,0.0,2490.0,1394.0,0.0,meningioma,5,0.9965000000000014
108,1,0.0,2263.2850000000035,0.0,2273.0,1340.0,0.0,meningioma,5,0.9957259128904546
109,1,0.0,2020.0,0.0,2024.0,1367.0,0.0,meningioma,5,0.9980237154150198
110,1,0.0,1791.0,0.0,1793.0,1249.0,0.0,meningioma,5,0.9988845510317903
111,1,0.0,2560.2850000000035,0.0,2561.0,1319.0,0.0,meningioma,5,0.9997208121827424
112,1,0.0,2782.0,0.0,2784.0,1780.5,0.0,meningioma,5,0.9992816091954023
113,1,0.0,2050.0,0.0,2051.0,1473.0,0.0,meningioma,3,0.999512432959532
114,1,0.0,1895.0,0.0,1895.0,1406.5,0.0034762456546929316,meningioma,3,1.0
115,1,0.0,2457.0,0.0,2460.0,1729.0,0.0,meningioma,4,0.998780487804878
116,1,0.0,2324.2850000000035,0.0,2327.8550000000105,1569.0,0.0,meningioma,4,0.9984663993246972
117,1,0.0,2037.0,0.0,2043.0,662.0,0.0,meningioma,4,0.9970631424375918
118,1,0.0,1776.0,0.0,1778.0,1451.0,0.0,meningioma,4,0.9988751406074241
119,1,0.0,1866.0,0.0,1866.0,1013.0,0.0,meningioma,3,1.0
120,1,0.0,2288.0,0.0,2288.0,1454.0,0.004996003197442046,meningioma,3,1.0
121,1,0.0,2420.0,0.0,2423.0,1556.0,0.0007374631268436578,meningioma,3,0.9987618654560462
122,1,0.0,2498.2850000000035,0.0,2504.0,1569.0,0.0,meningioma,3,0.9977176517571898
123,1,0.0,2722.0,0.0,2725.0,1514.0,0.0,meningioma,3,0.9988990825688073
124,1,0.0,2400.0,0.0,2401.0,1697.0,0.0027643400138217,meningioma,5,0.9995835068721366
125,1,0.0,2563.0,0.0,2564.0,1264.0,0.0,meningioma,2,0.999609984399376
126,1,0.0,2426.0,0.0,2427.0,1271.0,0.0,meningioma,2,0.99958796868562
127,1,0.0,2348.0,0.0,2349.0,1107.0,0.0,meningioma,2,0.9995742869306088
128,1,0.0,2810.0,0.0,2816.0,1306.0,0.0,meningioma,3,0.9978693181818182
129,1,0.0,2985.0,0.0,2995.3850000000093,1365.0,0.0,meningioma,3,0.9965329999315583
130,1,0.0,3021.0,0.0,3031.2399999999907,1409.0,0.0,meningioma,3,0.9966218445256757
131,1,0.0,3171.2850000000035,0.0,3179.0,1508.0,0.0,meningioma,3,0.9975731362063553
132,1,0.0,2237.2850000000035,0.0,2236.0,1631.0,0.007062458618406533,meningioma,1,1.0005746869409675
133,1,0.0,2060.0,0.0,2046.0,1650.0,0.03138222849083216,meningioma,1,1.0068426197458455
134,1,0.0,1924.2850000000035,0.0,1916.0,1524.0,0.02186248331108144,meningioma,1,1.004324112734866
135,1,0.0,2709.0,0.0,2710.040000000008,1345.0,0.004209640075773522,meningioma,2,0.9996162418266858
136,1,0.0,2542.2850000000035,0.0,2519.0,1313.0,0.03022813688212928,meningioma,2,1.009243747518858
137,1,0.0,2274.2850000000035,0.0,2266.0,1251.0,0.01597374179431072,meningioma,2,1.0036562224183598
138,1,0.0,1975.0,0.0,1970.0,1356.5,0.014734144778987828,meningioma,2,1.00253807106599
139,1,0.0,1524.0,0.0,1525.0,1196.0,0.0,meningioma,4,0.999344262295082
140,1,0.0,1403.0,0.0,1405.0,1104.0,0.0,meningioma,4,0.998576512455516
141,1,0.0,1232.0,0.0,1232.0,1043.0,0.004670912951167728,meningioma,4,1.0
142,1,0.0,2148.0,0.0,2124.0,1890.0,0.23232323232323232,meningioma,1,1.0112994350282485
143,1,0.0,2025.0,0.0,2007.0,1798.0,0.17564534231200898,meningioma,1,1.0089686098654709
144,1,0.0,3522.0,0.0,3525.0,1785.0,0.0,meningioma,2,0.9991489361702127
145,1,0.0,3618.2850000000035,0.0,3634.264999999985,1804.0,0.0,meningioma,2,0.995602962359657
146,1,0.0,3523.0,0.0,3543.0,1687.0,0.0,meningioma,2,0.9943550663279707
147,1,0.0,3353.2850000000035,0.0,3369.5750000000116,1647.0,0.0,meningioma,2,0.9951655624225583
148,1,0.0,3061.0,0.0,3072.0,1576.0,0.0,meningioma,2,0.9964192708333334
149,1,0.0,2820.0,0.0,2828.0,1538.0,0.0,meningioma,2,0.9971711456859972
150,1,0.0,2634.0,0.0,2639.0,1530.0,0.0,meningioma,2,0.9981053429329292
151,1,0.0,3234.2850000000035,0.0,3236.0,2243.0,0.0,meningioma,3,0.99947002472188
152,1,0.0,3447.0,0.0,3449.0,2265.0,0.0,meningioma,3,0.9994201217744274
153,1,0.0,3597.0,0.0,3600.0,2357.0,0.0,meningioma,3,0.9991666666666666
154,1,0.0,3336.0,0.0,3349.0,1799.0,0.0,meningioma,5,0.9961182442520156
155,1,0.0,3324.0,0.0,3337.0,1740.0,0.0,meningioma,5,0.9961042852861852
156,1,0.0,3074.0,0.0,3084.0,1689.0,0.0,meningioma,5,0.996757457846952
157,1,0.0,2818.0,0.0,2827.0,1639.0,0.0,meningioma,5,0.9968164131588256
158,1,0.0,2575.0,0.0,2581.0,1634.0,0.0,meningioma,5,0.997675319643549
159,1,0.0,2371.0,0.0,2374.0,1566.0,0.0,meningioma,5,0.9987363100252739
160,1,0.0,3532.0,0.0,3535.0,2393.0,0.0,meningioma,5,0.9991513437057992
161,1,0.0,3396.2850000000035,0.0,3399.3250000000116,2491.0,0.0,meningioma,5,0.9991057048090406
162,1,0.0,3137.0,0.0,3134.0,2441.0,0.010412792859799182,meningioma,5,1.0009572431397575
163,1,0.0,2779.0,0.0,2779.25,1672.0,0.0,meningioma,2,0.9999100476747323
164,1,0.0,2401.0,0.0,2404.0,1626.0,0.0,meningioma,2,0.9987520798668885
165,1,0.0,2454.0,0.0,2459.0,1591.0,0.0,meningioma,2,0.9979666531110207
166,1,0.0,2398.0,0.0,2405.709999999992,1570.0,0.0009252120277563608,meningioma,2,0.9967951249319361
167,1,0.0,2387.0,0.0,2395.1749999999884,1656.0,0.0,meningioma,2,0.9965868882232035
168,1,0.0,2272.0,0.0,2275.475000000006,1568.5,0.0,meningioma,2,0.998472846328786
169,1,0.0,3368.0,0.0,3373.829999999987,1465.0,0.0,meningioma,2,0.9982719935503606
170,1,0.0,3309.0,0.0,3320.0,1448.0,0.0,meningioma,2,0.9966867469879518
171,1,0.0,3227.0,0.0,3242.0,1442.0,0.0,meningioma,2,0.9953732264034546
172,1,0.0,3078.0,0.0,3094.7999999999884,1428.0,0.0,meningioma,2,0.9945715393563435
173,1,0.0,2836.2850000000035,0.0,2849.0,1442.0,0.0,meningioma,2,0.9955370305370318
174,1,0.0,2494.0,0.0,2498.0,1464.0,0.0,meningioma,2,0.9983987189751802
175,1,0.0,2242.0,0.0,2243.0,1519.0,0.0,meningioma,1,0.9995541685242978
176,1,0.0,2098.0,0.0,2102.0,1540.0,0.0,meningioma,1,0.9980970504281637
177,1,0.0,1820.0,0.0,1823.0,1374.0,0.0008027292795504716,meningioma,1,0.9983543609434997
178,1,0.0,1659.0,0.0,1658.0,1278.0,0.00866307656286584,meningioma,1,1.0006031363088057
179,1,0.0,1608.0,0.0,1609.0,1212.0,0.0,meningioma,1,0.9993784959602238
180,1,0.0,2049.0,0.0,2055.0,1471.0,0.0,meningioma,1,0.997080291970803
181,1,0.0,1780.2850000000035,0.0,1783.984999999986,1319.0,0.0008438818565400844,meningioma,1,0.9979259915302077
182,1,0.0,1658.0,0.0,1658.0,1225.5,0.006178099701746911,meningioma,1,1.0
183,1,0.0,1546.0,0.0,1548.0,1151.0,0.0,meningioma,1,0.9987080103359173
184,1,0.0,2811.0,0.0,2812.0,1951.0,0.0,meningioma,4,0.9996443812233285
185,1,0.0,2882.0,0.0,2883.484999999986,2069.5,0.0,meningioma,4,0.9994849981879614
186,1,0.0,2894.0,0.0,2895.0,1416.0,0.0,meningioma,4,0.9996545768566494
187,1,0.0,2489.2850000000035,0.0,2491.0,1830.5,0.0,meningioma,3,0.9993115214773197
188,1,0.0,2612.2850000000035,0.0,2617.0,1628.0,0.0,meningioma,3,0.9981983186855191
189,1,0.0,2691.2850000000035,0.0,2696.0,1561.0,0.0,meningioma,3,0.9982511127596452
190,1,0.0,2877.0,0.0,2881.0,1483.0,0.0,meningioma,3,0.9986115931968067
191,1,0.0,2920.0,0.0,2924.0,1458.0,0.0,meningioma,3,0.9986320109439124
192,1,0.0,2263.2850000000035,0.0,2268.0,1421.0,0.0,meningioma,2,0.997921075837744
193,1,0.0,2095.0,0.0,2100.0,1336.0,0.0,meningioma,2,0.9976190476190476
194,1,0.0,1931.0,0.0,1938.0,1196.0,0.0,meningioma,2,0.9963880288957688
195,1,0.0,1782.0,0.0,1789.0,1146.0,0.0,meningioma,2,0.9960871995528228
196,1,0.0,1595.0,0.0,1600.0,1042.0,0.0,meningioma,2,0.996875
197,1,0.0,1455.2850000000035,0.0,1457.0,990.0,0.0015134698819493492,meningioma,2,0.9988229238160627
198,1,0.0,1817.0,0.0,1818.0,1080.0,0.0,meningioma,1,0.9994499449944995
199,1,0.0,1932.0,0.0,1933.0,1162.0,0.0018613308515588647,meningioma,1,0.999482669425763
200,1,0.0,1471.0,0.0,1472.0,920.0,0.0,meningioma,5,0.9993206521739131
201,1,0.0,1311.0,0.0,1312.0,869.5,0.0,meningioma,5,0.9992378048780488
202,1,0.0,1187.0,0.0,1188.0,849.0,0.00037425149700598805,meningioma,5,0.9991582491582491
203,1,0.0,2096.0,0.0,2097.0,1427.0,0.0,meningioma,2,0.9995231282784931
204,1,0.0,2891.0,0.0,2897.0,1444.0,0.0,meningioma,2,0.9979288919571971
205,1,0.0,2676.2850000000035,0.0,2687.0,1370.0,0.0,meningioma,2,0.9960122813546719
206,1,0.0,2372.0,0.0,2376.0,1269.0,0.002506265664160401,meningioma,2,0.9983164983164983
207,1,0.0,2119.0,0.0,2123.0,1242.0,0.00048792388387411563,meningioma,2,0.9981158737635422
208,1,0.0,1954.2850000000035,0.0,1957.0,1170.0,0.0009792720744246776,meningioma,2,0.9986126724578455
209,2,0.0,3153.0,0.0,3181.484999999986,1096.5,0.0,glioma,3,0.9910466338832381
210,2,0.0,3164.0,0.0,3188.0,1055.0,0.0,glioma,3,0.9924717691342535
211,1,0.0,1795.0,0.0,1795.0,1232.0,0.004743423889607589,meningioma,5,1.0
212,1,0.0,1818.0,0.0,1821.0,1107.0,0.0,meningioma,5,0.9983525535420099
213,1,0.0,1918.0,0.0,1925.0,1110.0,0.0,meningioma,5,0.9963636363636363
214,1,0.0,1985.0,0.0,1994.0,1140.0,0.0,meningioma,5,0.9954864593781344
215,1,0.0,1946.0,0.0,1952.0,1139.0,0.0,meningioma,5,0.9969262295081968
216,1,0.0,1983.0,0.0,1985.0,842.5,0.002680965147453083,meningioma,5,0.998992443324937
217,1,0.0,2034.0,0.0,2030.0,888.0,0.013804173354735152,meningioma,5,1.0019704433497536
218,1,0.0,2212.0,0.0,2211.0,1331.0,0.011314655172413793,meningioma,3,1.0004522840343737
219,1,0.0,2175.0,0.0,2175.0,1264.0,0.0,meningioma,3,1.0
220,1,0.0,2169.0,0.0,2171.0,1215.0,0.0,meningioma,3,0.9990787655458314
221,1,0.0,1469.0,0.0,1464.0,1131.0,0.011413929652923364,meningioma,4,1.0034153005464481
222,1,0.0,1523.0,0.0,1510.0,1227.0,0.017964999225646584,meningioma,4,1.008609271523179
223,1,0.0,1511.0,0.0,1518.0,1167.0,0.0,meningioma,4,0.9953886693017128
224,1,0.0,1586.2850000000035,0.0,1592.0,1176.0,0.00012906556530717606,meningioma,4,0.9964101758793992
225,1,0.0,1617.0,0.0,1624.25,1175.0,0.0,meningioma,4,0.9955364014160382
226,1,0.0,1783.0,0.0,1785.0,1205.0,0.0,meningioma,4,0.9988795518207283
227,1,0.0,1186.0,0.0,1186.0,1052.0,0.0,meningioma,4,1.0
228,1,0.0,1217.0,0.0,1214.0,1013.0,0.028398510242085662,meningioma,4,1.0024711696869852
229,1,0.0,1245.0,0.0,1244.0,990.0,0.009904761904761904,meningioma,4,1.0008038585209003
230,1,0.0,1286.0,0.0,1284.0,1013.0,0.024,meningioma,4,1.0015576323987538
231,1,0.0,2117.0,0.0,2123.195000000007,1301.0,0.0,meningioma,5,0.9970822274920547
232,1,0.0,2206.2850000000035,0.0,2215.0,1457.0,0.0,meningioma,5,0.9960654627539519
233,1,0.0,2357.2850000000035,0.0,2366.0,1460.0,0.0,meningioma,5,0.9963165680473387
234,1,0.0,2267.0,0.0,2276.0,1429.0,0.0,meningioma,5,0.9960456942003515
235,1,0.0,2256.2850000000035,0.0,2262.0,1501.0,0.0,meningioma,5,0.9974734748010625
236,1,0.0,2604.0,0.0,2604.0,1680.0,0.005278785879247773,meningioma,1,1.0
237,1,0.0,2590.2850000000035,0.0,2585.0,2015.0,0.021665864227250843,meningioma,1,1.0020444874274674
238,1,0.0,2581.0,0.0,2577.0,1855.5,0.020066889632107024,meningioma,1,1.0015521924718664
239,1,0.0,2784.0,0.0,2785.0,1870.0,0.0,meningioma,3,0.999640933572711
240,1,0.0,1955.0,0.0,1955.0,1350.0,0.0,meningioma,1,1.0
241,1,0.0,1918.0,0.0,1918.0,1323.0,0.0,meningioma,1,1.0
242,1,0.0,1942.0,0.0,1946.0,1347.0,0.0,meningioma,5,0.9979445015416238
243,1,0.0,1929.0,0.0,1930.0,1418.0,0.0007460830639144492,meningioma,5,0.9994818652849741
244,1,0.0,1849.0,0.0,1850.0,1599.0,0.000736105999263894,meningioma,5,0.9994594594594595
245,1,0.0,1831.0,0.0,1827.0,1285.0,0.031934877896055106,meningioma,5,1.0021893814997263
246,1,0.0,2117.0,0.0,2117.0,1422.0,0.0,meningioma,2,1.0
247,1,0.0,2150.0,0.0,2151.0,1390.0,0.0,meningioma,2,0.99953509995351
248,1,0.0,2150.0,0.0,2151.0350000000035,1238.0,0.0,meningioma,2,0.9995188362811375
249,1,0.0,2225.0,0.0,2226.0,1315.0,0.0,meningioma,2,0.9995507637017071
250,1,0.0,2253.0,0.0,2253.0,1364.0,0.0,meningioma,2,1.0
251,1,0.0,2244.0,0.0,2244.0,1677.0,0.0,meningioma,2,1.0
252,1,0.0,1733.0,0.0,1733.0,944.5,0.0,meningioma,1,1.0
253,1,0.0,2543.0,0.0,2509.0,2416.5,0.39492753623188404,meningioma,4,1.0135512156237545
254,1,0.0,553.0,0.0,528.0,535.0,0.528393351800554,meningioma,5,1.0473484848484849
255,1,0.0,541.0,0.0,530.0,422.0,0.1280328480776409,meningioma,5,1.0207547169811322
256,1,0.0,533.0,0.0,534.0,434.0,0.001692524682651622,meningioma,5,0.99812734082397
257,1,0.0,537.0,0.0,538.0,436.0,0.0013954786491766676,meningioma,5,0.9981412639405205
258,1,0.0,526.0,0.0,526.0,454.0,0.005758157389635317,meningioma,5,1.0
259,1,0.0,539.0,0.0,529.0,479.0,0.1194620253164557,meningioma,5,1.0189035916824196
260,1,0.0,555.0,0.0,535.0,455.0,0.3166051660516605,meningioma,5,1.0373831775700935
261,1,0.0,1178.0,0.0,1172.0,921.0,0.044933078393881457,meningioma,4,1.0051194539249146
262,1,0.0,1184.0,0.0,1170.0,827.0,0.052479815455594,meningioma,4,1.011965811965812
263,1,0.0,1184.0,0.0,1176.5499999999884,923.0,0.04571682201509099,meningioma,4,1.0063320725851104
264,1,0.0,1192.0,0.0,1181.0,819.0,0.039727029003168414,meningioma,4,1.0093141405588484
265,1,0.0,1189.0,0.0,1187.0,848.0,0.008070258723000238,meningioma,4,1.0016849199663016
266,1,0.0,1187.0,0.0,1188.0,784.0,0.0,meningioma,4,0.9991582491582491
267,1,0.0,1181.2850000000035,0.0,1181.0,838.0,0.006708074534161491,meningioma,4,1.0002413209144823
268,1,0.0,1190.0,0.0,1190.0,750.0,0.002623688155922039,meningioma,4,1.0
269,1,0.0,2578.0,0.0,2580.0,1730.0,0.0,meningioma,3,0.9992248062015504
270,1,0.0,2586.0,0.0,2589.0,1636.0,0.0,meningioma,3,0.9988412514484357
271,1,0.0,2666.2850000000035,0.0,2670.2399999999907,1638.0,0.0,meningioma,3,0.9985188597279693
272,1,0.0,2859.0,0.0,2864.0,1697.0,0.0001847063169560399,meningioma,3,0.9982541899441341
273,1,0.0,2892.0,0.0,2896.0,1719.0,0.0,meningioma,3,0.9986187845303868
274,1,0.0,2925.0,0.0,2928.0,1644.0,0.0,meningioma,3,0.9989754098360656
275,1,0.0,2097.0,0.0,2099.0,1364.0,0.0,meningioma,3,0.9990471653168176
276,1,0.0,2203.0,0.0,2208.0,1223.0,0.0,meningioma,3,0.9977355072463768
277,1,0.0,2291.0,0.0,2297.0,1206.0,0.0,meningioma,3,0.9973878972572922
278,1,0.0,2334.0,0.0,2340.0,1232.0,0.0,meningioma,3,0.9974358974358974
279,1,0.0,2409.0,0.0,2414.0,1344.0,0.0,meningioma,3,0.9979287489643744
280,1,0.0,2488.0,0.0,2492.0,1306.0,0.0,meningioma,3,0.9983948635634029
281,1,0.0,2735.0,0.0,2737.0,2029.0,0.0,meningioma,4,0.999269272926562
282,1,0.0,2858.0,0.0,2860.0,2370.0,0.0,meningioma,4,0.9993006993006993
283,1,0.0,2376.0,0.0,2376.0,1969.0,0.004470938897168405,meningioma,5,1.0
284,1,0.0,2459.0,0.0,2460.0,1505.0,0.0,meningioma,5,0.9995934959349594
285,1,0.0,2581.0,0.0,2581.0,1822.0,0.0,meningioma,5,1.0
